Student_ID,Z_Name,Animal_Type,Animal_Category,Zootopia_District,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Fur_Color,Paw_Size,Tail_Length_cm,Stress_Level
1222,Madge Cheetah,Rat,Prey,Meadowlands,6.0,,5.3,5.3,3.9,Brown,Extra Large,65,High
1223,Sharla Sheep,Gazelle,Prey,Rainforest District,6.6,1.3,7.6,5.6,2.9,Black,Extra Large,73,Moderate
1224,Gary Bunny,Wolf,Predator,Tundratown,9.3,1.6,6.0,2.5,4.6,Spotted,Medium,109,High
1225,Peter Cheetah,Rhino,Prey,,6.9,3.7,8.8,2.3,2.3,Spotted,Large,37,Moderate
1226,FruFru Panther,Gazelle,Prey,Downtown,5.3,1.0,7.2,0.9,9.6,Striped,Large,91,Low
1227,Bonnie Pig,Leopard,Predator,Sahara Square,9.7,3.1,6.3,2.9,2.0,Black,Medium,131,High
1228,Emmitt Wilde,Lion,Predator,Tundratown,,2.1,8.9,2.0,1.6,Grey,Medium,35,High
1229,Bucky Baboon,Cheetah,Predator,Rainforest District,7.8,0.5,5.6,3.2,6.9,White,Extra Large,7,High
1230,FruFru Pig,Sheep,Prey,Rainforest District,9.8,1.9,5.3,3.3,3.7,Brown,Large,53,High
1231,Hooves Otter,Otter,Predator,Sahara Square,9.2,4.0,7.2,1.2,2.4,Black,Small,147,High
1232,Hooves Macaque,Yak,Prey,Downtown,5.2,1.4,6.3,4.1,7.0,White,Small,138,Low
1233,Gareth Chipmunk,Wolf,Predator,Savanna Central,9.7,1.1,9.1,0.2,3.9,Grey,Medium,39,High
1234,Fluffy Panther,Jaguar,Predator,Meadowlands,9.7,3.1,8.3,2.4,0.5,Golden,Extra Large,16,High
1235,Yax Cat,Pig,Prey,Tundratown,8.2,3.9,,3.1,0.2,Spotted,Small,86,High
1236,Larry Jackal,Giraffe,Prey,Savanna Central,7.6,0.5,8.0,2.9,5.0,Spotted,Large,110,Moderate
1237,Pronk Mouse,Pig,Prey,Rainforest District,8.1,0.0,6.0,2.9,7.0,Spotted,Medium,77,High
1238,Gary Cat,Pig,Prey,Meadowlands,7.1,2.9,8.0,1.8,4.2,Brown,Medium,17,Moderate
1239,Raymond Lynx,Rabbit,Prey,Downtown,7.1,0.9,9.8,0.8,5.4,Grey,Extra Large,120,Moderate
1240,FruFru Lion,Giraffe,Prey,Tundratown,6.1,,6.0,0.5,8.3,Striped,Extra Large,116,Moderate
1241,FruFru Sheep,Jaguar,Predator,Rainforest District,7.4,0.0,5.4,4.8,6.4,Grey,Small,51,High
1242,Judy Raccoon,Fox,Predator,Rainforest District,9.3,2.7,5.3,4.7,2.0,Black,Small,147,High
1243,Stu Wolf,Moose,Prey,Meadowlands,,3.2,7.5,1.0,3.1,Grey,Small,139,High
1244,Swift Lion,Weasel,Predator,Meadowlands,9.9,0.6,6.1,1.3,6.1,,Small,55,High
1245,Judy Hippo,Zebra,Prey,Meadowlands,9.0,0.7,5.3,6.0,3.0,Black,Extra Large,123,High
1246,Koslov Hyena,Sloth,Prey,Savanna Central,7.8,,9.6,0.0,3.0,Orange,Large,59,Moderate
1247,Flash Hopps,Elephant,Prey,Savanna Central,5.4,1.0,8.3,5.3,4.0,White,Extra Large,127,Low
1248,Manchas Squirrel,Otter,Predator,,5.9,3.2,9.8,1.4,3.7,Striped,Extra Large,31,Low
1249,Priscilla Badger,Leopard,Predator,Savanna Central,7.5,0.3,,3.0,5.4,White,Extra Large,105,Moderate
1250,Duke Rabbit,Hippo,Prey,Downtown,6.7,2.1,7.9,0.1,7.2,Golden,Small,120,Moderate
1251,Yax Rat,Rabbit,Prey,Meadowlands,8.8,2.9,6.8,0.3,5.2,Orange,Medium,64,High
1252,Mayor Wolf,Sheep,Prey,Downtown,,2.3,5.8,2.1,7.9,Golden,Small,12,High
1253,Gary Rat,Tiger,Predator,Sahara Square,8.5,2.2,6.9,2.5,3.9,Orange,Medium,45,High
1254,,Mouse,Prey,,5.4,3.5,5.4,4.2,5.5,Grey,Large,117,High
1255,Lionheart Chipmunk,Hamster,Prey,Tundratown,9.6,1.1,6.9,3.4,3.0,Black,Large,1,High
1256,Gideon Tiger,Mouse,Prey,Rainforest District,8.3,1.6,7.4,0.3,6.4,Brown,Small,107,High
1257,Claws Yak,Rabbit,Prey,Rainforest District,6.0,3.2,7.3,1.8,5.7,Spotted,Extra Large,115,Moderate
1258,Bogo Baboon,Wolf,Predator,Tundratown,8.7,1.1,5.6,1.5,7.1,White,Large,27,High
1259,Nick Hyena,Giraffe,Prey,Meadowlands,9.6,2.3,7.7,2.6,1.8,White,Medium,3,High
1260,FruFru Coyote,Pig,Prey,Downtown,7.6,,5.6,3.2,7.1,Spotted,Large,135,High
1261,Madge Tiger,Hyena,Predator,Downtown,9.7,1.2,9.3,2.9,0.9,Orange,Extra Large,124,High
1262,Nick Pig,Zebra,Prey,Savanna Central,6.0,1.5,7.5,4.4,4.6,White,Small,17,Moderate
1263,Raymond Rabbit,Otter,Predator,Meadowlands,5.6,1.6,7.4,3.2,6.2,Black,Medium,100,Low
1264,Gary Macaque,Rat,Prey,Savanna Central,9.0,2.8,,3.1,1.3,Grey,Extra Large,80,High
1265,Bellwether Moose,Wolf,Predator,Meadowlands,7.1,0.6,8.3,3.1,4.9,Striped,Medium,134,Moderate
1266,Bogo Dog,Wolf,Predator,Sahara Square,9.5,2.3,5.4,2.7,4.1,Spotted,Extra Large,49,High
1267,Snout Armadillo,Weasel,Predator,Downtown,8.8,3.2,7.5,4.0,0.5,Orange,Small,51,High
1268,Chief Fox,Panther,Predator,Savanna Central,9.5,3.6,8.4,2.1,0.4,Black,Large,41,High
1269,Fluffy Moose,Rabbit,Prey,Meadowlands,5.4,,6.6,1.1,7.4,Spotted,Medium,149,Low
1270,Lionheart Bear,Rat,Prey,Tundratown,6.3,1.3,5.7,1.8,8.9,White,Medium,110,High
1271,Finnick Weasel,Zebra,Prey,Sahara Square,7.9,1.8,6.7,4.5,3.1,Grey,Extra Large,122,Moderate
1272,Bellwether Mouse,Moose,Prey,Sahara Square,6.7,3.0,5.8,0.8,7.7,Black,Medium,38,High
1273,Mayor Porcupine,Panther,Predator,Sahara Square,6.7,3.2,6.2,0.4,7.5,Spotted,Small,130,Moderate
1275,Bucky Sloth,Rabbit,Prey,Downtown,9.3,1.2,,0.1,4.9,Golden,Extra Large,147,High
1276,Priscilla Lynx,Jaguar,Predator,Savanna Central,7.7,0.3,9.0,1.3,5.7,Spotted,Extra Large,115,Moderate
1277,Hooves Jaguar,Leopard,Predator,Meadowlands,8.4,3.2,7.8,3.4,1.2,Orange,Extra Large,73,High
1278,Gazelle Rabbit,Cheetah,Predator,Rainforest District,9.0,1.2,7.9,4.4,1.5,Orange,Medium,97,High
1279,Gideon Ocelot,Wolf,Predator,Meadowlands,6.9,1.2,7.3,4.9,3.7,White,Medium,43,Moderate
1280,Snout Skunk,Fox,Predator,Meadowlands,8.3,3.6,5.5,1.4,5.2,Spotted,Large,68,High
1281,Peter Dingo,Hyena,Predator,Sahara Square,8.5,3.3,9.3,1.2,1.7,White,Large,14,High
1282,Bucky Chipmunk,Sloth,Prey,Meadowlands,6.2,1.2,8.9,0.5,7.2,Orange,Large,92,Moderate
1283,Mayor Hedgehog,Leopard,Predator,Sahara Square,9.1,1.7,8.0,0.5,4.7,Brown,Medium,90,High
1284,Emmitt Pig,Giraffe,Prey,Downtown,9.8,,7.3,0.8,2.9,White,Large,109,High
1285,Bogo Sheep,Weasel,Predator,Downtown,9.7,1.4,5.8,3.4,3.7,Grey,Small,116,High
1286,Bellwether Squirrel,Cheetah,Predator,Downtown,7.4,4.0,8.4,0.3,3.9,Orange,Medium,20,Moderate
1287,Manchas Cat,Panther,Predator,Rainforest District,10.0,1.6,6.4,,2.7,Striped,Extra Large,129,High
1288,Stu Tiger,Wolf,Predator,,5.0,,9.2,3.4,4.6,Spotted,Large,71,Low
1289,Paws Moose,Tiger,Predator,,10.0,1.1,6.4,,5.5,Brown,Extra Large,142,High
1292,Stu Otter,Hippo,Prey,Downtown,7.1,,,2.7,4.4,Striped,Small,47,Moderate
1294,,Rhino,Prey,Rainforest District,,3.5,,1.8,0.4,Brown,Medium,18,High
1295,Jerry Baboon,Sheep,Prey,Downtown,9.3,2.2,9.1,1.0,2.4,,Medium,109,High
1296,Bellwether Cheetah,Cheetah,Predator,,7.3,1.1,9.8,1.8,4.0,Black,Small,125,Moderate
1297,Koslov Wolf,Fox,Predator,Tundratown,5.5,2.1,5.3,0.7,10.4,Orange,Extra Large,15,High
1298,Larry Sheep,Wolf,Predator,Meadowlands,7.2,,8.7,2.1,2.8,Striped,Large,91,Moderate
1299,Claws Fox,Leopard,Predator,Sahara Square,6.7,1.3,8.9,0.3,6.8,Black,Large,106,Moderate
1300,Raymond Macaque,Hippo,Prey,,6.2,3.7,9.3,3.4,1.4,Striped,Extra Large,83,Moderate
1301,Pronk Tiger,Wolf,Predator,Meadowlands,7.4,2.1,9.9,4.4,0.2,Golden,Large,6,Moderate
1302,Larry Wolf,Pig,Prey,Meadowlands,6.0,,8.4,2.4,6.3,White,Small,137,Moderate
1303,Mayor Sloth,Pig,Prey,Downtown,9.7,0.4,7.6,5.5,0.8,,Small,113,High
1304,Officer Yak,Zebra,Prey,Meadowlands,5.8,3.9,9.6,0.8,3.9,Striped,Extra Large,107,Low
1305,Gareth Rhino,Jaguar,Predator,Downtown,5.6,0.3,9.5,1.2,7.4,Spotted,Large,61,Low
1306,Nick Wilde,Hedgehog,Prey,Tundratown,8.0,0.3,6.1,5.6,4.0,White,Extra Large,106,Moderate
1307,Kevin Gorilla,Rabbit,Prey,Savanna Central,9.5,3.1,5.1,2.0,4.3,,Small,20,High
1308,Doug Rat,Fox,Predator,Savanna Central,9.5,2.5,5.4,,1.1,Black,Small,96,High
1309,Agent Weasel,Hyena,Predator,Rainforest District,9.8,0.3,7.7,1.8,4.4,Black,Large,1,High
1310,Flash Puma,Sheep,Prey,Rainforest District,7.9,3.8,7.5,0.4,4.4,Orange,Small,17,Moderate
1311,Gareth Hopps,Rabbit,Prey,Meadowlands,8.1,1.4,9.3,2.3,2.9,Black,Small,90,High
1312,Fabienne Mouse,Giraffe,Prey,Meadowlands,8.8,1.1,8.8,1.1,4.2,Grey,Large,111,High
1313,Koslov Jaguar,Wolf,Predator,Savanna Central,6.6,1.9,9.7,5.4,0.4,Brown,Small,118,Moderate
1314,,Gazelle,Prey,Downtown,5.7,2.0,7.3,5.4,3.6,White,Medium,43,Low
1315,Fuzzy Jackal,Hippo,Prey,Meadowlands,9.7,1.5,7.5,4.8,0.5,Golden,Large,23,High
1316,Nick Hedgehog,Otter,Predator,Tundratown,6.1,0.8,5.2,3.9,8.0,Grey,Medium,139,High
1317,Nick Ocelot,Hamster,Prey,Rainforest District,6.3,0.2,,4.8,6.5,Orange,Large,117,Moderate
1318,,Rhino,Prey,Savanna Central,7.1,,6.0,1.3,5.7,White,Extra Large,117,Moderate
1319,Claws Pig,Tiger,Predator,Downtown,6.5,0.7,6.9,5.5,4.4,Brown,Small,131,Moderate
1320,Hooves Dingo,Mouse,Prey,Sahara Square,9.7,0.2,,3.4,4.6,White,Large,143,High
1321,Bogo Gorilla,Rabbit,Prey,Sahara Square,8.1,0.2,7.0,3.9,4.8,Orange,Extra Large,115,High
1322,Bucky Leopard,Tiger,Predator,Sahara Square,6.6,,,0.8,9.1,Grey,Small,76,Moderate
1323,Kevin Hopps,Panther,Predator,Downtown,9.7,1.9,6.6,4.4,1.4,Black,Large,12,High
1325,Larry Opossum,Hyena,Predator,Tundratown,7.8,3.1,5.7,1.4,6.0,Grey,Extra Large,61,High
1326,,Weasel,Predator,Downtown,7.2,0.0,9.1,2.2,5.5,Brown,Extra Large,37,Moderate
1327,Larry Bear,Elephant,Prey,Meadowlands,7.7,2.7,8.5,4.9,0.2,Black,Extra Large,83,Moderate
1328,Swift Hare,Panther,Predator,Rainforest District,9.8,2.6,6.5,,4.5,Black,Extra Large,32,High
1329,Fuzzy Otter,Wolf,Predator,Meadowlands,9.2,1.4,8.3,2.4,2.7,Grey,Large,58,High
1330,Fluffy Mouse,Tiger,Predator,Rainforest District,5.3,,7.7,2.6,6.7,Orange,Small,2,Low
1331,Pronk Raccoon,Sheep,Prey,Downtown,8.7,3.3,8.9,0.1,3.0,Golden,Large,148,High
1332,Clawhauser Sloth,Weasel,Predator,Meadowlands,9.7,3.3,9.2,0.5,1.3,Orange,Extra Large,133,High
1333,Snout Rhino,Sheep,Prey,Rainforest District,7.1,1.9,5.8,0.2,9.0,Golden,Small,20,High
1335,Officer Wolf,Elephant,Prey,Savanna Central,6.7,2.5,5.2,1.1,8.5,Orange,Small,65,High
1336,,Zebra,Prey,Tundratown,6.8,1.5,7.7,0.0,8.0,Brown,Extra Large,94,Moderate
1337,Agent Moose,Wolf,Predator,Tundratown,,0.8,6.3,4.8,5.9,Grey,Large,100,Moderate
1338,Fuzzy Armadillo,Leopard,Predator,Sahara Square,7.5,3.5,6.2,0.5,6.3,Grey,Medium,93,Moderate
1339,,Weasel,Predator,Downtown,6.8,3.0,7.8,4.9,1.5,Brown,Large,141,Moderate
1340,Sharla Wolf,Otter,Predator,,5.2,3.9,6.9,0.9,7.1,Spotted,Small,40,Low
1341,Yax Dingo,Gazelle,Prey,Rainforest District,8.3,1.1,7.9,3.5,3.2,White,Large,104,High
1342,Gary Hedgehog,Moose,Prey,Sahara Square,6.3,1.8,7.7,4.0,4.2,Orange,Extra Large,87,Moderate
1343,Manchas Rat,Elephant,Prey,Rainforest District,8.9,1.6,8.2,0.8,4.5,Striped,Extra Large,24,High
1344,Larry Sloth,Pig,Prey,Rainforest District,8.6,0.1,6.0,2.9,6.4,Black,Large,108,High
1345,Emmitt Dingo,Pig,Prey,Sahara Square,9.4,2.1,9.6,1.4,1.5,Golden,Large,25,High
1346,Bucky Bunny,Polar Bear,Predator,Savanna Central,9.0,1.0,9.5,4.1,0.4,Black,Small,63,High
1347,Flash Leopard,Sloth,Prey,,9.7,2.1,8.4,3.0,0.8,Striped,Extra Large,140,High
1348,Stu Rhino,Cheetah,Predator,Sahara Square,5.2,2.0,5.8,1.1,9.9,Striped,Small,138,High
1349,Pronk Opossum,Panther,Predator,Downtown,6.8,1.7,8.1,0.4,7.0,Striped,Extra Large,140,Moderate
1350,Lionheart Squirrel,Hyena,Predator,Savanna Central,7.9,2.5,7.8,4.3,1.5,Striped,Medium,9,Moderate
1351,Bellwether Hopps,Fox,Predator,Savanna Central,6.7,3.1,7.2,2.9,4.1,Black,Medium,123,Moderate
1352,Nangi Skunk,Rabbit,Prey,Sahara Square,6.5,0.3,5.5,5.5,6.2,Black,Small,73,High
1353,Koslov Gorilla,Jaguar,Predator,Downtown,8.4,,6.8,3.6,4.7,White,Large,26,High
1354,Officer Rhino,Yak,Prey,Meadowlands,5.0,0.8,9.8,3.7,4.7,White,Small,110,Low
1355,Judy Skunk,Pig,Prey,Downtown,,0.3,5.1,1.5,10.8,Brown,Extra Large,75,High
1356,,Rabbit,Prey,Tundratown,8.6,3.7,7.0,0.9,3.8,White,Large,138,High
1357,Doug Dingo,Zebra,Prey,,7.6,3.6,9.0,0.3,3.5,Black,Medium,32,Moderate
1358,Frantic Jackal,Hedgehog,Prey,Savanna Central,9.5,0.5,7.7,5.3,1.0,White,Extra Large,90,High
1359,Bellwether Bunny,Jaguar,Predator,Tundratown,7.1,1.9,5.4,1.7,7.9,Grey,Small,54,High
1360,Finnick Mouse,Sloth,Prey,Meadowlands,6.4,1.8,8.4,1.0,6.4,Golden,Small,109,Moderate
1361,Bucky Jaguar,Jaguar,Predator,Tundratown,7.4,3.0,9.3,,1.6,Striped,Large,104,Moderate
1362,Kevin Cat,Sheep,Prey,Savanna Central,9.7,0.5,8.9,1.3,3.6,Golden,Medium,66,High
1363,Paws Coyote,Yak,Prey,,9.7,2.9,8.8,0.6,2.0,Brown,Medium,147,High
1364,Dash Leopard,Yak,Prey,Rainforest District,8.8,0.4,9.8,4.5,0.5,Black,Medium,44,High
1365,Yax Lynx,Hedgehog,Prey,Rainforest District,6.4,3.3,7.6,2.8,3.9,White,Extra Large,0,Moderate
1366,Snout Macaque,Moose,Prey,Rainforest District,8.6,1.6,8.1,4.0,1.7,Orange,Small,106,High
1367,Tail Armadillo,Pig,Prey,Sahara Square,8.6,0.2,9.3,2.7,3.2,Brown,Small,112,High
1368,Chief Rabbit,Panther,Predator,,7.4,3.5,6.9,4.5,1.7,,Medium,37,Moderate
1369,Swift Panther,Hyena,Predator,Rainforest District,5.5,1.9,10.0,4.6,2.0,Brown,Small,15,Low
1370,Nangi Sloth,Jaguar,Predator,Downtown,6.2,1.6,8.9,4.6,2.7,Grey,Large,50,Moderate
1371,Bellwether Hippo,Pig,Prey,Rainforest District,6.1,3.7,8.0,2.3,3.9,Striped,Small,134,Moderate
1372,Raymond Shrew,Rat,Prey,Savanna Central,7.8,,7.5,1.1,5.7,Grey,Large,144,Moderate
1373,,Polar Bear,Predator,Tundratown,9.1,2.2,5.7,4.6,2.4,Black,Small,21,High
1374,Lionheart Bunny,Elephant,Prey,,7.6,0.5,9.7,1.1,5.1,White,Large,14,Moderate
1375,Clawhauser Jaguar,Jaguar,Predator,Sahara Square,6.3,1.6,6.9,4.8,4.4,Grey,Medium,121,Moderate
1376,Emmitt Hopps,Tiger,Predator,Meadowlands,6.3,2.0,,3.7,6.3,Spotted,Small,2,High
1377,Chief Baboon,Rabbit,Prey,Tundratown,7.8,2.9,9.7,3.3,0.3,Grey,Extra Large,104,Moderate
1378,Judy Hyena,Jaguar,Predator,Meadowlands,9.5,3.9,9.3,0.1,1.2,Golden,Extra Large,137,High
1379,Gary Dingo,Hyena,Predator,Meadowlands,9.7,1.7,5.0,2.7,4.9,Golden,Large,5,High
1380,Yax Hare,Gazelle,Prey,Meadowlands,6.7,1.9,8.1,5.2,2.1,Brown,Medium,93,Moderate
1381,Doug Tiger,Rat,Prey,Tundratown,8.3,1.7,9.1,4.4,0.5,Grey,Large,29,High
1382,Paws Dog,Moose,Prey,Savanna Central,6.4,0.2,8.3,5.2,3.9,Striped,Small,117,Moderate
1383,Sparky Porcupine,Elephant,Prey,Meadowlands,5.8,3.2,9.3,5.2,0.5,Orange,Medium,15,Low
1384,Gideon Skunk,Hamster,Prey,Downtown,6.6,2.2,5.3,0.3,9.6,Orange,Extra Large,17,High
1385,Flash Bunny,Zebra,Prey,Meadowlands,8.6,1.8,6.3,1.1,6.2,Orange,Large,98,High
1386,,Otter,Predator,Savanna Central,7.4,1.4,6.6,5.8,2.8,Striped,Extra Large,119,Moderate
1387,Paws Leopard,Jaguar,Predator,Meadowlands,8.2,0.1,7.2,5.3,3.2,Grey,Extra Large,72,High
1388,Bucky Gorilla,Rabbit,Prey,Savanna Central,8.8,2.4,7.9,0.3,4.6,Orange,Large,38,High
1389,Nangi Badger,Weasel,Predator,Meadowlands,5.7,2.5,6.0,3.0,6.8,Orange,Large,10,Low
1390,Sparky Squirrel,Yak,Prey,Downtown,9.7,3.4,8.6,0.2,2.1,Orange,Large,139,High
1391,Frantic Skunk,Zebra,Prey,Savanna Central,5.5,2.0,5.8,5.9,4.8,Striped,Extra Large,121,High
1392,Sharla Pig,Rabbit,Prey,Sahara Square,6.8,2.6,5.6,2.6,6.4,White,Medium,91,High
1393,Agent Bunny,Leopard,Predator,Savanna Central,6.4,3.6,5.2,5.5,3.3,Striped,Extra Large,118,High
1394,Jerry Wilde,Cheetah,Predator,Rainforest District,8.9,0.1,9.8,2.7,2.5,Spotted,Extra Large,19,High
1395,Clawhauser Yak,Hamster,Prey,Rainforest District,,1.5,5.3,5.9,4.8,,Small,71,High
1396,Sharla Jaguar,Polar Bear,Predator,Rainforest District,7.2,,6.2,3.2,3.6,Grey,Small,8,Moderate
1397,Priscilla Jackal,Hamster,Prey,Rainforest District,7.4,2.8,5.3,1.2,7.3,Orange,Extra Large,72,High
1398,Frantic Cougar,Hippo,Prey,,5.9,2.3,6.1,5.2,4.5,Golden,Small,126,Low
1399,Nick Squirrel,Tiger,Predator,Tundratown,9.7,2.1,6.8,1.3,4.1,White,Small,131,High
1400,Swift Bear,Mouse,Prey,Downtown,9.7,1.6,8.5,2.1,2.1,Grey,Large,25,High
1401,Agent Dingo,Giraffe,Prey,Downtown,7.6,1.1,7.3,2.8,5.2,White,Medium,122,Moderate
1402,Sparky Beaver,Hippo,Prey,Savanna Central,6.6,0.2,7.5,3.3,6.4,Spotted,Extra Large,127,Moderate
1403,Mayor Jackal,Fox,Predator,Rainforest District,5.8,3.0,,5.0,0.3,Spotted,Small,141,Low
1404,Raymond Cheetah,Gazelle,Prey,Downtown,8.5,1.8,7.7,5.1,0.9,Grey,Extra Large,109,High
1405,Madge Elephant,Sloth,Prey,Rainforest District,7.4,1.5,7.5,3.5,4.1,Spotted,Extra Large,130,Moderate
1406,Stu Shrew,Rat,Prey,Rainforest District,5.5,2.4,5.6,0.5,10.0,,Extra Large,82,High
1407,Swift Cougar,Polar Bear,Predator,Tundratown,7.6,1.6,7.9,0.5,6.4,Grey,Medium,66,Moderate
1408,Sparky Hopps,Sloth,Prey,Downtown,9.9,,8.4,1.1,2.4,,Extra Large,122,High
1409,Priscilla Sheep,Zebra,Prey,Downtown,5.5,3.9,6.4,2.5,5.7,Black,Large,87,Low
1410,Raymond Weasel,Hyena,Predator,Downtown,9.1,2.1,6.4,0.4,6.0,Golden,Large,63,High
1411,Bogo Hopps,Yak,Prey,Savanna Central,5.8,3.6,8.4,1.5,4.7,Brown,Large,76,Low
1412,Ranger Raccoon,Rat,Prey,Rainforest District,7.9,1.6,6.8,1.3,6.4,Spotted,Extra Large,16,Moderate
1413,Pronk Yak,Wolf,Predator,Downtown,8.3,3.9,5.9,3.5,2.4,Golden,Large,106,High
1414,Gazelle Cheetah,Yak,Prey,Savanna Central,6.3,3.3,7.4,3.3,3.7,Black,Large,9,Moderate
1415,Flash Dog,Hedgehog,Prey,Savanna Central,6.5,0.7,5.4,4.3,7.1,Orange,Medium,3,High
1416,Hooves Cougar,Zebra,Prey,Meadowlands,7.0,1.7,7.3,2.2,5.8,White,Medium,1,Moderate
1417,Duke Tiger,Zebra,Prey,Tundratown,5.5,1.2,8.3,4.0,5.0,Black,Extra Large,58,Low
1418,Snout Dog,Sheep,Prey,,6.0,0.8,5.1,5.4,6.7,Spotted,Small,50,High
1419,Raymond Gorilla,Mouse,Prey,Downtown,6.1,0.9,6.4,0.8,9.8,,Small,67,Moderate
1420,FruFru Cheetah,Elephant,Prey,,5.7,2.6,6.7,4.2,4.8,Grey,Small,47,Low
1421,Raymond Leopard,Panther,Predator,Savanna Central,7.8,1.0,8.3,0.7,6.2,Orange,Small,20,Moderate
1422,Priscilla Cat,Moose,Prey,Rainforest District,6.3,2.4,9.4,5.9,0.0,Spotted,Small,14,Moderate
1423,Sparky Hippo,Hyena,Predator,Savanna Central,8.0,1.6,6.1,1.5,6.8,Spotted,Medium,96,Moderate
1424,Raymond Bunny,Otter,Predator,Tundratown,9.6,1.5,6.9,2.3,3.7,Brown,Extra Large,13,High
1425,,Weasel,Predator,Tundratown,9.2,2.6,8.1,1.4,2.7,Brown,Medium,16,High
1426,Finnick Beaver,Mouse,Prey,Downtown,7.0,2.0,8.3,0.1,6.6,White,Extra Large,103,Moderate
1427,Bonnie Hyena,Panther,Predator,Tundratown,9.4,1.8,6.7,0.8,5.3,Golden,Extra Large,6,High
1428,,Rat,Prey,Meadowlands,7.0,2.7,7.1,5.8,1.4,White,Large,71,Moderate
1429,Yax Badger,Sheep,Prey,Sahara Square,8.0,3.2,5.5,2.4,4.9,Orange,Large,53,High
1430,Stu Macaque,Zebra,Prey,Sahara Square,9.3,0.3,5.4,5.1,3.9,Grey,Medium,3,High
1431,Doug Raccoon,Rabbit,Prey,Downtown,6.1,2.7,7.7,5.0,2.5,Golden,Extra Large,113,Moderate
1432,Sharla Cougar,Wolf,Predator,Savanna Central,7.1,1.3,8.0,5.6,2.0,Grey,Medium,124,Moderate
1433,Stu Hippo,Sloth,Prey,Downtown,9.2,4.0,5.1,0.6,5.1,Grey,Large,99,High
1434,Ranger Puma,Pig,Prey,Sahara Square,6.4,1.0,8.9,0.3,7.4,Brown,Small,145,Moderate
1435,Bogo Raccoon,Elephant,Prey,Sahara Square,6.8,2.0,7.8,4.4,3.0,Orange,Medium,130,Moderate
1436,FruFru Beaver,Hamster,Prey,Sahara Square,7.9,2.2,8.2,1.5,4.2,Striped,Extra Large,31,Moderate
1437,Bonnie Leopard,Rabbit,Prey,Downtown,5.4,0.5,6.1,3.0,9.0,Orange,Medium,22,Low
1438,Jerry Elephant,Hippo,Prey,,8.9,1.4,,2.4,4.3,Grey,Small,24,High
1439,Agent Squirrel,Rhino,Prey,Meadowlands,,0.2,,5.9,3.9,Brown,Small,80,Moderate
1440,Larry Hippo,Hedgehog,Prey,Rainforest District,9.1,2.8,9.7,1.0,1.4,Orange,Large,115,High
1441,Swift Cat,Rat,Prey,Rainforest District,8.3,1.9,8.2,2.5,3.1,Orange,Large,53,High
1442,Gareth Rat,Sheep,Prey,Sahara Square,7.6,3.2,8.7,3.0,1.5,Golden,Medium,75,Moderate
1443,Flash Hare,Hippo,Prey,Tundratown,5.6,2.9,7.5,5.4,2.6,Striped,Medium,111,Low
1444,Koslov Cougar,Lion,Predator,,5.7,3.0,5.0,1.0,9.3,Spotted,Extra Large,48,High
1445,Fluffy Weasel,Zebra,Prey,Savanna Central,7.9,2.9,9.6,2.5,1.1,Spotted,Small,57,Moderate
1446,Nangi Moose,Leopard,Predator,Sahara Square,5.0,0.5,7.7,4.1,6.7,Grey,Large,134,Low
1447,Emmitt Lion,Rat,Prey,Downtown,7.1,2.9,7.6,0.4,6.0,Golden,Extra Large,56,Moderate
1448,Bogo Macaque,Zebra,Prey,,8.6,3.6,5.6,5.9,0.3,Orange,Large,142,High
1449,Larry Tiger,Hippo,Prey,Tundratown,6.0,0.0,10.0,1.7,6.3,Spotted,Extra Large,63,Moderate
1450,Kevin Puma,Pig,Prey,Meadowlands,7.9,3.6,6.6,4.0,1.9,Grey,Extra Large,132,Moderate
1451,Emmitt Ocelot,Moose,Prey,,5.9,2.5,6.7,1.3,7.6,Grey,Extra Large,110,Low
1452,Koslov Moose,Wolf,Predator,Sahara Square,9.5,1.6,6.2,2.7,4.0,Spotted,Extra Large,36,High
1453,Raymond Skunk,Cheetah,Predator,Meadowlands,6.6,3.0,9.9,2.0,2.5,Golden,Large,34,Moderate
1454,Swift Hedgehog,Giraffe,Prey,Rainforest District,5.8,2.8,,3.9,3.9,White,Extra Large,96,Low
1455,Gary Leopard,Otter,Predator,Sahara Square,9.4,1.8,9.5,2.5,0.8,Grey,Large,128,High
1456,Bonnie Hippo,Mouse,Prey,Rainforest District,6.6,3.9,8.3,0.2,5.0,Golden,Extra Large,41,Moderate
1457,Emmitt Opossum,Mouse,Prey,Tundratown,6.6,2.5,5.3,0.1,9.5,Orange,Medium,87,High
1458,Fluffy Fox,Leopard,Predator,Meadowlands,7.2,1.1,5.8,4.1,5.8,Black,Medium,16,High
1459,FruFru Chipmunk,Tiger,Predator,Downtown,7.6,0.8,6.6,3.6,5.4,Black,Large,73,Moderate
1460,Frantic Pig,Moose,Prey,,8.6,2.7,7.4,3.4,1.9,White,Extra Large,78,High
1461,Clawhauser Panther,Pig,Prey,Downtown,5.2,2.5,8.9,3.0,4.4,Striped,Extra Large,43,Low
1462,Tail Weasel,Lion,Predator,Tundratown,8.2,2.8,9.4,1.2,2.4,Orange,Extra Large,104,High
